"sound.files","duration","selec","start","end","class"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0449500014983357,61,151.106155036885,151.151105038384,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0188400006279892,63,151.285295042857,151.304135043485,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0365700012190189,64,151.539395051327,151.575965052546,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0521300017376518,65,151.736165057886,151.788295059623,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00838000027931685,66,151.949605065,151.95798506528,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0275900009196732,68,152.027325067591,152.054915068511,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.037160001238675,70,152.200195073353,152.237355074592,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0618200020606707,71,152.385175079519,152.44699508158,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0321700010723305,81,152.998795099973,153.030965101046,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00697000023234295,82,153.036535101231,153.043505101464,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0453000015100145,95,153.600725120038,153.646025121548,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0973900032463462,98,153.682075122749,153.779465125996,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0816900027230076,122,154.734165157819,154.815855160542,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0473800015793415,160,156.564905218844,156.612285220423,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0924600030820102,162,156.627025220915,156.719485223997,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0178400005946742,213,158.472515282431,158.490355283026,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0400900013363525,218,160.325595344201,160.365685345537,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00408000013598553,219,160.373845345809,160.377925345945,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0228200007606745,225,160.672845355776,160.695665356536,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00698000023265877,226,160.69906535665,160.706045356882,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0072200002406646,227,160.710605357034,160.717825357275,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.141090004703017,236,160.801135360052,160.942225364755,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0246100008203598,240,161.153305371791,161.177915372611,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0872100029069998,246,161.341685378071,161.428895380978,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0520100017336915,252,161.619875387344,161.671885389077,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0827800027593639,257,161.856335395226,161.939115397985,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0793200026440104,268,162.077365402593,162.156685405237,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0554100018470081,271,162.230145407686,162.285555409533,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0154400005146442,276,162.359665412003,162.375105412518,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.030980001032674,279,163.147195438254,163.178175439287,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0192000006400121,280,163.973895465811,163.993095466451,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00667000022232855,281,163.997885466611,164.004555466833,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0773300025776678,282,164.137245471256,164.214575473834,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00114000003799219,283,164.217685473937,164.218825473975,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0155700005190056,284,164.22436547416,164.239935474679,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0456200015206605,288,165.591715519739,165.637335521259,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00137000004568222,292,166.896965563247,166.898335563293,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00973000032433902,293,166.901345563393,166.911075563717,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0210600007019934,294,167.294185576488,167.31524557719,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00463000015435,302,168.262795608775,168.267425608929,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0019000000633298,303,168.272875609111,168.274775609174,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00333000011099216,304,168.281335609393,168.284665609504,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0154400005146442,310,169.483125649453,169.498565649967,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00184000006134966,311,169.502425650096,169.504265650157,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0169700005656637,312,170.028585667635,170.0455556682,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0206700006889946,313,172.773365759128,172.794035759817,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00165000005497973,315,172.821005760716,172.822655760771,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00168000005601243,316,172.834675761171,172.836355761227,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0234300007809907,318,174.448275814958,174.471705815739,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0542100018070073,320,174.556825818576,174.611035820383,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00506000016866892,321,174.88063582937,174.885695829539,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.01147000038236,325,176.20843587363,176.219905874013,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00438000014602835,326,176.314165877154,176.318545877301,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00250000008333018,328,176.334655877838,176.337155877921,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00557000018565645,329,176.342115878086,176.347685878272,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00673000022433712,331,176.46042588203,176.467155882254,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00861000028700687,337,179.134985971182,179.143595971469,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0385400012846731,339,179.201545973401,179.240085974685,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0492700016423271,341,179.738135991287,179.787405992929,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0303900010130178,343,179.900405996696,179.930795997709,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00769000025633204,344,180.114896003846,180.122586004102,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00152000005067521,345,180.130066004352,180.131586004402,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00643000021435114,346,180.142846004778,180.149276004992,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00590000019667514,347,180.155106005186,180.161006005383,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0339700011323316,349,180.257586008602,180.291556009735,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00705000023501157,350,180.296396009896,180.303446010131,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00751000025033477,351,180.30792601028,180.315436010531,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0036900001229867,352,180.324256010825,180.327946010948,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0263000008766596,354,180.476116015887,180.502416016763,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0140700004689904,355,180.506936016914,180.521006017383,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0243300008110054,356,180.62112602072,180.645456021531,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00721000024032037,357,180.64932602166,180.656536021901,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00794000026465369,359,180.731086024386,180.73902602465,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0368300012276848,362,180.831956027748,180.868786028976,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00780000025997651,363,180.872076029085,180.879876029345,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00571000019033363,364,180.886586029569,180.892296029759,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0192900006429966,365,180.985566032868,181.004856033511,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0193300006443167,367,181.099746036674,181.119076037319,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0214200007140164,369,181.381256046058,181.402676046772,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00461000015366153,371,181.419306047326,181.42391604748,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0224300007476472,372,182.371666079072,182.394096079819,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00342000011400501,373,182.398116079953,182.401536080067,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.024840000827993,374,182.407196080256,182.432036081084,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0506500016883535,376,182.850966095048,182.901616096737,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0201000006699985,377,183.742496124766,183.762596125436,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0100900003363336,379,184.69210615642,184.702196156756,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00329000010964364,380,184.716236157224,184.719526157334,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00487000016232741,383,184.85861616197,184.863486162133,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0147100004903393,384,184.881826162744,184.896536163234,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00111000003701633,386,185.773106192453,185.77421619249,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00175000005833681,387,185.783856192812,185.78560619287,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0142000004733234,389,187.381546246068,187.395746246542,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0086200002873511,390,187.399336246661,187.407956246949,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00903000030100998,391,187.41101624705,187.420046247352,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00295000009830915,392,187.423786247476,187.426736247574,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.010730000357654,393,187.611176253723,187.62190625408,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00118000003934071,394,187.626046254218,187.627226254258,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0609400020313444,396,189.05260630177,189.113546303802,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00800000026666225,399,189.238246307958,189.246246308225,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0446200014873455,401,189.983836332811,190.028456334299,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00440000014665998,402,190.031946334415,190.036346334562,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0806000026866798,405,190.459556348669,190.540156351355,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00767000025564357,409,190.570936352381,190.578606352637,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0542400018080116,411,190.598226353291,190.652466355099,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0419700013990223,413,190.723246357458,190.765216358857,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0425000014166699,417,191.178326372628,191.220826374045,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00797000026568639,418,191.224616374171,191.232586374437,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0324900010830049,419,191.303966376816,191.336456377899,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0569300018976833,422,191.413786380477,191.470716382374,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0104000003466638,424,191.639496388,191.649896388347,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0315900010529901,425,191.720216390691,191.751806391744,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.038670001289006,429,192.17677640591,192.215446407199,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00388000012935663,430,192.221396407397,192.225276407526,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0120300004010119,432,192.307836410278,192.319866410679,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.04035000134499,435,192.402136413422,192.442486414767,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00770000025667628,436,192.446346414895,192.454046415152,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0295200009840073,440,192.536126417888,192.565646418872,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0375700012523339,443,192.653096421787,192.690666423039,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00168000005601243,444,192.694226423158,192.695906423214,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0718900023963158,447,192.753486425133,192.82537642753,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00183000006100542,454,195.10598650355,195.107816503611,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0021300000709914,456,197.704996590184,197.707126590255,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0196700006556796,458,197.811116593721,197.830786594377,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00749000024967472,459,197.833826594478,197.841316594728,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00615000020499679,465,198.02977660101,198.035926601215,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00887000029567275,466,198.669106622321,198.677976622617,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.050230001674322,471,198.818726627309,198.868956628983,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00724000024135307,472,198.872686629107,198.879926629349,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00622000020734959,477,201.994676733174,202.000896733381,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00281000009368881,480,202.203866740147,202.206676740241,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0345100011503519,484,202.307486743601,202.341996744751,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0461300015376764,485,202.446396748231,202.492526749769,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00548000018267203,486,202.496536749903,202.502016750085,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.114230003807677,489,202.569416752332,202.68364675614,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0540900018029902,491,202.697826756612,202.751916758415,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.199660006655364,502,202.923936764149,203.123596770805,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0168000005599822,504,203.136556771237,203.153356771797,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00628000020932973,508,203.243086774788,203.249366774997,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.155150005171691,514,203.336526777902,203.491676783074,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.12347000411566,526,203.737006791252,203.860476795367,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.198170006605693,531,203.939416797999,204.137586804604,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0584200019473258,541,204.325126810856,204.383546812803,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.087050002901691,547,204.877026829252,204.964076832154,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.057200001906665,549,205.026876834247,205.084076836154,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0144500004816734,570,205.517396850598,205.53184685108,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0222200007406741,575,205.711156857057,205.733376857797,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0349400011646708,576,205.973326865796,206.00826686696,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0163300005443432,579,206.308716876976,206.32504687752,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00234000007799295,580,206.341746878077,206.344086878155,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0378300012609998,587,206.814246893827,206.852076895088,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0305500010183266,591,207.457156915257,207.487706916275,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0091200003039944,602,208.885786962878,208.894906963182,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.00538000017934337,603,208.898396963298,208.903776963478,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0283000009433465,604,209.000396966698,209.028696967642,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0381700012723343,607,209.106756970244,209.144926971516,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0182000006066687,610,209.261826975413,209.280026976019,"true.positive"
"A_Interaccion_social_M2Cuido_Materno2023-09-27_08-04-58_0000001 ID 145-1.wav",0.0233800007793263,611,209.283486976135,209.306866976914,"true.positive"
